Date,Shift Member Name,Blocked IP Address,Reason for Blocking,Time of Blocking,Approval Status,Remarks/Additional Notes,Abusive Percentage(AbuseIPDB),Status(Blocked / Pending)
YYYY-MM-DD,[Name],[IP Address],"[E.g., Malicious Activity]",HH:MM AM/PM,,[Notes or follow-up actions],,
02-24-2026,Harsh Navgale,172.98.33.76,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,43,Blocked
02-24-2026,Harsh Navgale,45.132.115.171,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,54,Blocked
02-24-2026,Harsh Navgale,172.98.33.131,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,38,Blocked
02-24-2026,Harsh Navgale,172.98.33.113,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,49,Blocked
02-24-2026,Harsh Navgale,45.132.115.172,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,58,Blocked
02-24-2026,Harsh Navgale,172.98.33.71,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,55,Blocked
02-24-2026,Harsh Navgale,172.98.33.132,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,59,Blocked
02-24-2026,Harsh Navgale,172.98.33.69,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,56,Blocked
02-24-2026,Harsh Navgale,172.98.33.112,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,51,Blocked
02-24-2026,Harsh Navgale,172.98.33.73,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,55,Blocked
02-24-2026,Harsh Navgale,172.98.33.126,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,48,Blocked
02-24-2026,Harsh Navgale,172.98.33.129,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,57,Blocked
02-24-2026,Harsh Navgale,172.98.33.114,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,49,Blocked
02-24-2026,Harsh Navgale,172.98.33.109,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,53,Blocked
02-24-2026,Harsh Navgale,172.98.33.116,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,51,Blocked
02-24-2026,Harsh Navgale,172.98.33.74,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,53,Blocked
02-24-2026,Harsh Navgale,45.132.115.173,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,49,Blocked
02-24-2026,Harsh Navgale,172.98.33.125,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,51,Blocked
02-24-2026,Harsh Navgale,172.98.33.130,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,36,Blocked
02-24-2026,Harsh Navgale,172.98.33.75,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,41,Blocked
02-24-2026,Harsh Navgale,45.132.115.170,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,45,Blocked
02-24-2026,Harsh Navgale,172.98.33.127,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,56,Blocked
02-24-2026,Harsh Navgale,172.98.33.115,396356 - LATITUDE-SH - Latitude.sh,10:18:00 AM,Approved,NA,53,Blocked
02-24-2026,Harsh Navgale,45.157.54.16,210413 - SMARTLINK-KRG,10:18:00 AM,Approved,NA,100,Blocked
02-24-2026,Tejas Kulkarni,20.193.233.255,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,12,Blocked
02-24-2026,Tejas Kulkarni,20.193.233.242,8076 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,12,Blocked
02-24-2026,Tejas Kulkarni,4.196.118.119,8077 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,15,Blocked
02-24-2026,Tejas Kulkarni,52.231.49.59,8078 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,19,Blocked
02-24-2026,Tejas Kulkarni,52.187.246.134,8079 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,19,Blocked
02-24-2026,Tejas Kulkarni,20.227.140.44,8080 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,22,Blocked
02-24-2026,Tejas Kulkarni,20.193.233.245,8081 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,28,Blocked
02-24-2026,Tejas Kulkarni,20.235.75.215,8082 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,40,Blocked
02-24-2026,Tejas Kulkarni,20.215.220.205,8083 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,64,Blocked
02-24-2026,Tejas Kulkarni,20.215.220.198,8084 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,69,Blocked
02-24-2026,Tejas Kulkarni,20.215.220.201,8085 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,84,Blocked
02-24-2026,Tejas Kulkarni,20.151.220.171,8086 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,100,Blocked
02-24-2026,Tejas Kulkarni,20.187.67.15,8087 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,100,Blocked
02-24-2026,Tejas Kulkarni,20.212.6.161,8088 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,100,Blocked
02-24-2026,Tejas Kulkarni,4.232.88.90,8089 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8:34:00 PM,Approved,NA,100,Blocked
02-24-2026,Tejas Kulkarni,"213.209.159.83
","208137 - FPS12
",8:34:00 PM,Approved,NA,100,Blocked
02-25-2026,Tanmay Kudale,2001:4455:540:3200:6dc9:8e45:e8f2:3d14,Philippine Long Distance Telephone Co.,8:18:00 AM,Pending,NA,25,Pending
02-25-2026,Tanmay Kudale,91.247.163.46,FINE GROUP SERVERS SOLUTIONS LLC,8:18:00 AM,Pending,NA,12,Pending
02-25-2026,Tanmay Kudale,23.158.40.200,GTHost,8:18:00 AM,Pending,NA,100,Pending
02-25-2026,Tanmay Kudale,51.120.79.113,Microsoft Limited,8:18:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,20.151.220.171,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,20.187.67.15,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,74.224.61.19,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,0,Pending
02-25-2026,Harsh Navgale,4.232.88.90,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,2a01:111:f403:707a::5,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,0,Pending
02-25-2026,Harsh Navgale,135.232.19.45,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,29,Pending
02-25-2026,Harsh Navgale,51.120.79.113,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,195.250.31.127,199404 - WHG-IN,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,45.157.54.16,210413 - SMARTLINK-KRG,11:04:00 AM,Pending,NA,100,Pending
02-25-2026,Harsh Navgale,121.244.213.34,4755 - TATACOMM-AS TATA Communications formerly VSNL is Leading ISP,11:04:00 AM,Pending,NA,0,Pending
02-25-2026,Harsh Navgale,164.90.171.133,"14061 - DIGITALOCEAN-ASN - DigitalOcean, LLC",11:04:00 AM,Pending,NA,0,Pending
02-25-2026,Harsh Navgale,152.58.46.171,55836 - RELIANCEJIO-IN Reliance Jio Infocomm Limited,11:04:00 AM,Pending,NA,0,Pending
02-25-2026,Tejas Kulkarni,176.65.132.217,51396 - PFCLOUD Pfcloud UG,9:09:00 PM,Approved,NA,100,Blocked
02-25-2026,Tejas Kulkarni,37.140.254.142,206092 - SECFIREWALLAS,9:09:00 PM,Approved,NA,56,Blocked
02-25-2026,Tejas Kulkarni,173.239.216.30,206093 - SECFIREWALLAS,9:09:00 PM,Approved,NA,72,Blocked
02-25-2026,Tejas Kulkarni,173.239.216.25,206094 - SECFIREWALLAS,9:09:00 PM,Approved,NA,68,Blocked
02-25-2026,Tejas Kulkarni,173.239.216.2,206095 - SECFIREWALLAS,9:09:00 PM,Approved,NA,65,Blocked
02-26-2026,Prathamesh Pendkar,173.239.216.19,LogicWeb Inc.,6:00:00 PM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.49,LogicWeb Inc.,7:00:00 PM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.50,LogicWeb Inc.,8:00:00 PM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.48,LogicWeb Inc.,9:00:00 PM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.8,LogicWeb Inc.,10:00:00 PM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.35,LogicWeb Inc.,11:00:00 PM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.4,LogicWeb Inc.,12:00:00 AM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.47,LogicWeb Inc.,1:00:00 AM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.52,LogicWeb Inc.,2:00:00 AM,Pending,NA,43,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.22,LogicWeb Inc.,3:00:00 AM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.31,LogicWeb Inc.,4:00:00 AM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.34,LogicWeb Inc.,5:00:00 AM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.12,LogicWeb Inc.,6:00:00 AM,Pending,NA,55,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.28,LogicWeb Inc.,7:00:00 AM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.21,LogicWeb Inc.,8:00:00 AM,Pending,NA,45,Pending
02-26-2026,Prathamesh Pendkar,173.239.216.42,LogicWeb Inc.,9:00:00 AM,Pending,NA,43,Pending
02-27-2026,Tanmay Kudale,13.204.222.241,Cloudflare.IP,9:53:00 AM,Pending,NA,0,Pending
02-28-2026,Tanmay Kudale,2409:40e3:4d:e90f:e467:9083:325c:3e1b,Cloudflare.IP,9:53:00 AM,Pending,NA,0,Pending
03-01-2026,Tanmay Kudale,13.200.237.238,Cloudflare.IP,1:37:00 PM,Pending,NA,0,Pending
03-02-2026,Tanmay Kudale,20.203.144.43,Cloudflare.IP,1:37:00 PM,Pending,NA,100,Pending
03-03-2026,Tanmay Kudale,156.242.51.229,Cloudflare.IP,2:00:00 PM,Pending,NA,25,Pending
03-04-2026,Tanmay Kudale,3.235.103.77,Cloudflare.IP,2:00:00 PM,Pending,NA,100,Pending
02-27-2026,Varad Mene,103.158.121.26,141127 - IDNIC-CDNNET-AS-ID PT Anugerah Cimanuk Raya,2:17:00 AM,Pending,NA,100,Pending
02-27-2026,Varad Mene,4.204.200.32,8075 - MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,2:17:00 AM,Pending,NA,100,Pending
02-27-2026,Varad Mene,64.64.108.57,206092 - SECFIREWALLAS,2:17:00 AM,Pending,NA,44,Pending
02-27-2026,Varad Mene,2.57.170.223,206092 - SECFIREWALLAS,2:17:00 AM,Pending,NA,30,Pending
02-27-2026,Varad Mene,103.186.132.22,134932 - VIPL789-AS-IN VORTEX INFOWAY PRIVATE LIMITED,2:17:00 AM,Pending,NA,NA,Pending08-03-2026,Shift Member Name,81.199.26.26,Internet Utilities Europe and Asia Limited,03:39 PM,Approved,Malicious Activity,77,Blocked
08-03-2026,Shift Member Name,85.203.15.201,Falco Networks B.V.,03:39 PM,Approved,Malicious Activity,75,Blocked
08-03-2026,Shift Member Name,85.203.15.115,Falco Networks B.V.,03:39 PM,Approved,Malicious Activity,74,Blocked
08-03-2026,Shift Member Name,85.203.15.193,Falco Networks B.V.,03:39 PM,Approved,Malicious Activity,72,Blocked
08-03-2026,Shift Member Name,85.203.15.196,Falco Networks B.V.,03:39 PM,Approved,Malicious Activity,72,Blocked
15-03-2026,Shift Member Name,81.199.26.26,Internet Utilities Europe and Asia Limited,09:46 AM,Approved,Malicious Activity,77,Blocked
15-03-2026,Shift Member Name,65.108.103.25,Hetzner Online GmbH,09:46 AM,Approved,Malicious Activity,54,Blocked
15-03-2026,Shift Member Name,2a01:4f9:6b:1aa6::2,Hetzner Online GmbH,09:46 AM,Approved,Malicious Activity,37,Blocked
15-03-2026,Shift Member Name,140.235.170.244,SharePolicy LLC,09:46 AM,Approved,Malicious Activity,36,Blocked
15-03-2026,Shift Member Name,193.233.222.164,Quality Network US LLC,09:46 AM,Approved,Malicious Activity,34,Blocked
15-03-2026,Shift Member Name,91.132.125.28,FINE GROUP SERVERS SOLUTIONS LLC,09:46 AM,Approved,Malicious Activity,21,Blocked
15-03-2026,Shift Member Name,45.145.128.37,FINE GROUP SERVERS SOLUTIONS LLC,09:46 AM,Approved,Malicious Activity,20,Blocked
